state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Andhra Pradesh,Report No 1 of 2017 - Local Bodies Andhra Pradesh,,,Local Bodies,2016-17,https://cag.gov.in/en/audit-report/details/28621,/webroot/uploads/download_audit_report/2017/AP_Report_No_1_of_2017_on_Local_Bodies.pdf,,2026-07-22T13:13:32Z,1/2017
Andhra Pradesh,Report No 3 of 2017 - State Finances Andhra Pradesh,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/28612,/webroot/uploads/download_audit_report/2017/AP_Report_No_3_of_2017_on_State_Finances.pdf,,2026-07-22T13:13:32Z,3/2017
Andhra Pradesh,Report No 2 of 2017 - General & Social Sector Andhra Pradesh,,,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/28604,/webroot/uploads/download_audit_report/2017/AP_Report_No_2_of_2017_on_General_&_Social_Sector.pdf,,2026-07-22T13:13:40Z,2/2017
Andhra Pradesh,Report No 6 of 2016 - PSUs of Andhra Pradesh,,,Finance,2015-16,https://cag.gov.in/en/audit-report/details/28788,/webroot/uploads/download_audit_report/2016/AP_Report_No_6_of_2016_on_PSUs.pdf,,2026-07-22T13:14:04Z,6/2016
Andhra Pradesh,Report No 7 of 2016 - Revenue Sector Andhra Pradesh,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/28772,/webroot/uploads/download_audit_report/2016/AP_Report_No_7_of_2016_on_Revenue_Sector.pdf,,2026-07-22T13:14:04Z,7/2016
Andhra Pradesh,Report No 3 of 2016 - Economic Sector Government of Andhra Pradesh,,,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21306,/webroot/uploads/download_audit_report/2016/Andhra_Pradesh_Economic_Sector_Report_3_2016.pdf,,2026-07-22T13:14:37Z,3/2016
Andhra Pradesh,Report No 2 of 2016 -  Revenue Sector Government of Andhra Pradesh,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/20676,/webroot/uploads/download_audit_report/2016/Andhra_Pradesh_Revenue_Sector_Report_2_2016.pdf,,2026-07-22T13:14:45Z,2/2016
Andhra Pradesh,Report No 4 of 2016 - General and Social Sector Government of Andhra Pradesh,,,General Sector Ministries and Constitutional Bodies,2015-16,https://cag.gov.in/en/audit-report/details/20265,/webroot/uploads/download_audit_report/2016/Report No 4 of 2016 - General and Social Sector Government of Andhra Pradesh.pdf,,2026-07-22T13:14:49Z,4/2016
Andhra Pradesh,Report No 1 of 2016 - Local Bodies Government of Andhra Pradesh,,,Finance,2015-16,https://cag.gov.in/en/audit-report/details/20244,/webroot/uploads/download_audit_report/2016/Report No 1 of 2016 Local Bodies Government of Andhra Pradesh.pdf,,2026-07-22T13:14:49Z,1/2016
Andhra Pradesh,Report No 5 of 2016 - Public Sector Undertakings Government of Andhra Pradesh,,Compliance,Social Infrastructure,2015-16,https://cag.gov.in/en/audit-report/details/20224,/webroot/uploads/download_audit_report/2016/Report No 5 of 2016 - Public Sector Undertakings Government of Andhra Pradesh.pdf,,2026-07-22T13:14:49Z,5/2016
Andhra Pradesh,Report of 2015 - Report of the Comptroller and Auditor General of India on State Finances for the year ended March 2014; Government of Andhra Pradesh,,Financial,Finance,2013-14,https://cag.gov.in/en/audit-report/details/3774,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_SF_2015.pdf,,2026-07-22T13:15:51Z,
Andhra Pradesh,Report No. 5 of 2015 - Compliance and Performance Audit on Local Bodies of Government of Andhra Pradesh,,Performance,Local Bodies,2014-15,https://cag.gov.in/en/audit-report/details/3765,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_Report_5_2015.pdf,,2026-07-22T13:15:51Z,5/2015
Andhra Pradesh,Report No. 4 of 2015 -Report of the Comptroller and Auditor General of India on Public Sector Undertakings For the year ended March 2014 Government of Andhra Pradesh,,Compliance,Industry and Commerce,2013-14,https://cag.gov.in/en/audit-report/details/3743,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_Report_4_2015.pdf,,2026-07-22T13:15:51Z,4/2015
Andhra Pradesh,Report No. 3 of 2015 - Report of the Comptroller and Auditor General of India on  General and Social Sector for the year ended March 2014; Government of Andhra Pradesh,,,Social Welfare,2013-14,https://cag.gov.in/en/audit-report/details/3699,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_Report_3_2015.pdf,,2026-07-22T13:15:51Z,3/2015
Andhra Pradesh,Report No. 2 of 2015 - Report of the Comptroller and Auditor General of India  on Economic Sector for the year ended March 2014 Government of Andhra Pradesh,,,Transport & Infrastructure,2013-14,https://cag.gov.in/en/audit-report/details/3659,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_Report_2_2015.pdf,,2026-07-22T13:15:51Z,2/2015
Andhra Pradesh,Report 1 of 2015 - Compliance and  Performance Audit on Revenue Sectors of Government of Andhra Pradesh,,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/3598,/webroot/uploads/download_audit_report/2015/Andhra_Pradesh_Report_1_2015.pdf,,2026-07-22T13:15:51Z,
Andhra Pradesh,Report No. 5 of 2014 - Report of the Comptroller and Auditor General of India on Public Sector Undertakings for the year ended March 2013 Government of Andhra Pradesh,,Compliance,Industry and Commerce,2012-13,https://cag.gov.in/en/audit-report/details/611,/webroot/uploads/download_audit_report/2014/Andhra_Pradesh_public_sector_5_2014.pdf,,2026-07-22T13:21:18Z,5/2014
Andhra Pradesh,Report No. 4 of 2014 - Performance and Compliance Audit on Revenue sector of Government of Andhra Pradesh,,Financial,Taxes and Duties,2013-14,https://cag.gov.in/en/audit-report/details/589,/webroot/uploads/download_audit_report/2014/Andhra_Pradesh_revenue_sector_4_2014.pdf,,2026-07-22T13:21:18Z,4/2014
Andhra Pradesh,Report No. 3 of 2014 - Report of the Comptroller andd Auditor General of India on Economic Sector for the year ended March 2013 Government of Andhra Pradesh,,,Environment and Sustainable Development,2012-13,https://cag.gov.in/en/audit-report/details/573,/webroot/uploads/download_audit_report/2014/Andhra_Pradesh_economic_sector_3_2014_0.pdf,,2026-07-22T13:21:22Z,3/2014
Andhra Pradesh,Report No. 2 of 2014 - Performance Audit of Functioning of the Directorate of Mines & Geology in Andhra Pradesh,,Performance,Taxes and Duties,2013-14,https://cag.gov.in/en/audit-report/details/557,/webroot/uploads/download_audit_report/2014/Andhra_Pradesh_revenue_sector_2_2014.pdf,,2026-07-22T13:21:22Z,2/2014
Andhra Pradesh,Report No. 1 of 2014 - Report of the Comptroller and Auditor General of India on General & Social Sector for the year ended March 2013; Government of Andhra Pradesh,,,Social Welfare,2012-13,https://cag.gov.in/en/audit-report/details/541,/webroot/uploads/download_audit_report/2014/Andhra_Pradesh_social_sector_1_2014.pdf,,2026-07-22T13:21:22Z,1/2014
Andhra Pradesh,Report No. 5 of 2013 - Performace Audit on Mahatama Gandhi National Rural Employment Guarantee Act of Government of Andhra Pradesh,,,Agriculture and Rural Development,2012-13,https://cag.gov.in/en/audit-report/details/1450,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_MGNREGA_report_5_2013.pdf,,2026-07-22T13:41:42Z,5/2013
Andhra Pradesh,Report No. 2 of 2013 - Performance and Compliance Audit on Public sector of Government of Andhra Pradesh,,Compliance,Industry and Commerce,2012-13,https://cag.gov.in/en/audit-report/details/1440,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_public_sector_report_2_2013.pdf,,2026-07-22T13:41:42Z,2/2013
Andhra Pradesh,Report No. 4 of 2013 - Report of the Comptroller and Auditor General of India on General & Social Sector for the year ended March 2012; Government of Andhra Pradesh,,,Social Welfare,2011-12,https://cag.gov.in/en/audit-report/details/1430,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_Social_sector_report_4_2013.pdf,,2026-07-22T13:41:42Z,4/2013
Andhra Pradesh,Report No. 1 of 2013 - Performance Audit on Revenue sector of Government of Andhra Pradesh,,Performance,Taxes and Duties,2012-13,https://cag.gov.in/en/audit-report/details/1415,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_revenue_report_1_2013.pdf,,2026-07-22T13:41:42Z,1/2013
Andhra Pradesh,Report No. 3 of 2013 - Performance and Compliance Audit on Economic sector of Government of Andhra Pradesh,,Compliance,Finance,2012-13,https://cag.gov.in/en/audit-report/details/1411,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_economic_sector_report_3_2013.pdf,,2026-07-22T13:41:42Z,3/2013
Andhra Pradesh,Report of 2013 - Report of the Comptroller and Auditor General of India on State Finance for the year ended March 2013 Government of Andhra Pradesh,,Financial,Finance,2012-13,https://cag.gov.in/en/audit-report/details/524,/webroot/uploads/download_audit_report/2013/Andhra_Pradesh_state_finance_2013.pdf,,2026-07-22T13:41:55Z,
Andhra Pradesh,Report No. 1 of 2012 - Financial Audit on State Finance of Government of Andhra Pradesh,,Financial,Finance,2011-12,https://cag.gov.in/en/audit-report/details/1388,/webroot/uploads/download_audit_report/2012/Andhra_Pradesh_state_finance_report_1_2012.pdf,,2026-07-22T13:42:24Z,1/2012
Andhra Pradesh,Report No. 2 of 2012 - Performance Audit of Jalayagnam in Andhra Pradesh,,Performance,Environment and Sustainable Development,2011-12,https://cag.gov.in/en/audit-report/details/1369,/webroot/uploads/download_audit_report/2012/Andhra_Pradesh_jalayagnam_report_2_2012.pdf,,2026-07-22T13:42:24Z,2/2012
Andhra Pradesh,Report of 2012 - Performace Audit on Civil Land of Government of Andhra Pradesh,,,Transport & Infrastructure,2011-12,https://cag.gov.in/en/audit-report/details/1349,/webroot/uploads/download_audit_report/2012/Andhra_Pradesh_civil_land_2012.pdf,,2026-07-22T13:42:24Z,
Andhra Pradesh,Report of 2011 - Financial Audit on State Finance of Government of Andhra Pradesh,,Financial,Finance,2010-11,https://cag.gov.in/en/audit-report/details/1379,/webroot/uploads/download_audit_report/2011/Andhra_Pradesh_state_finance_2011.pdf,,2026-07-22T13:43:11Z,
Andhra Pradesh,Report of 2011 - Performance Audit on Revenue of Government of Andhra Pradesh,,Performance,Taxes and Duties,2010-11,https://cag.gov.in/en/audit-report/details/1338,/webroot/uploads/download_audit_report/2011/Andhra_Pradesh_revenue_2011.pdf,,2026-07-22T13:43:11Z,
Andhra Pradesh,Report of 2011 - Performance Audit on Commercial of Government of Andhra Pradesh,,Performance,Industry and Commerce,2010-11,https://cag.gov.in/en/audit-report/details/1318,/webroot/uploads/download_audit_report/2011/Andhra_Pradesh_commercial_2011.pdf,,2026-07-22T13:43:14Z,
Andhra Pradesh,Report of 2011 - Compliance and Performance Audit on Civil of Government of Andhra Pradesh,,Performance,Social Infrastructure,2010-11,https://cag.gov.in/en/audit-report/details/1288,/webroot/uploads/download_audit_report/2011/Andhra_Pradesh_civil_2011.pdf,,2026-07-22T13:43:14Z,
Andhra Pradesh,Report of 2010 - Financial Audit on State Finance of Government of Andhra Pradesh,,Financial,Finance,2009-10,https://cag.gov.in/en/audit-report/details/1406,/webroot/uploads/download_audit_report/2010/Andhra_Pradesh_state_finance_2010.pdf,,2026-07-22T13:44:02Z,
Andhra Pradesh,Report of 2010 - Performance Audit on Revenue Receipt of Government of Andhra Pradesh,,Performance,Taxes and Duties,2009-10,https://cag.gov.in/en/audit-report/details/1366,/webroot/uploads/download_audit_report/2010/Andhra_Pradesh_revenue_receipt_2010.pdf,,2026-07-22T13:44:02Z,
Andhra Pradesh,Report of 2010 - Performance Audit on Revenue of Government of Andhra Pradesh,,Performance,Taxes and Duties,2009-10,https://cag.gov.in/en/audit-report/details/1328,/webroot/uploads/download_audit_report/2010/Andhra_Pradesh_revenue_2010.pdf,,2026-07-22T13:44:02Z,
Andhra Pradesh,Report of 2010 - Performance Audit on Commercial of Government of Andhra Pradesh,,Performance,Industry and Commerce,2009-10,https://cag.gov.in/en/audit-report/details/1290,/webroot/uploads/download_audit_report/2010/Andhra_Pradesh_commercial_2010.pdf,,2026-07-22T13:44:02Z,
Andhra Pradesh,Report of 2010 - Audit Report (Civil) for the year ended March 2010 Government of Andhra Pradesh,,,Social Welfare,2009-10,https://cag.gov.in/en/audit-report/details/1266,/webroot/uploads/download_audit_report/2010/Andhra_Pradesh_civil_2010.pdf,,2026-07-22T13:44:02Z,
Andhra Pradesh,Report of 2009 - Compliance Audit on Revenue of Government of Andhra Pradesh,,Compliance,Taxes and Duties,2008-09,https://cag.gov.in/en/audit-report/details/1309,/webroot/uploads/download_audit_report/2009/Andhra_Pradesh_revenue_2009.pdf,,2026-07-22T13:44:41Z,
Andhra Pradesh,Report of 2009 - Performance Audit on Commercial of Government of Andhra Pradesh,,Performance,Industry and Commerce,2008-09,https://cag.gov.in/en/audit-report/details/1280,/webroot/uploads/download_audit_report/2009/Andhra_Pradesh_commercial_2009.pdf,,2026-07-22T13:44:44Z,
Andhra Pradesh,Report of 2009 - Performance and Financial Audit on Civil of Government of Andhra Pradesh,,Financial,Social Infrastructure,2008-09,https://cag.gov.in/en/audit-report/details/1270,/webroot/uploads/download_audit_report/2009/Andhra_Pradesh_civil_2009.pdf,,2026-07-22T13:44:44Z,
Andhra Pradesh,Report of 2009 - Report of the Comptroller and Auditor General of India on State Finance for the year ended March 2009 Government of Andhra Pradesh,,Financial,Finance,2008-09,https://cag.gov.in/en/audit-report/details/1259,/webroot/uploads/download_audit_report/2009/Andhra_Pradesh_state_finance_2009.pdf,,2026-07-22T13:44:44Z,
Arunachal Pradesh,"Report of the Comptroller and Auditor General of India on State Finances for the year 2023-24, Govt. of Arunachal Pradesh (Report No. 1 of 2025)",,Financial,Finance,2023-24,https://cag.gov.in/en/audit-report/details/124733,/webroot/uploads/download_audit_report/2024/State-Finance-Report-2023-24-Arunachal-069c280ae5f3392.54463922.pdf,,2026-07-22T13:05:42Z,1/2025
Arunachal Pradesh,"Report of the Comptroller and Auditor General of India On Social (including Local Governments Audit), Economic, General and Revenue Sectors  for the year 2022-23 Government of Arunachal Pradesh (Report No. 2 of 2025)",,Compliance,Local Bodies,2022-23,https://cag.gov.in/en/audit-report/details/124937,"/webroot/uploads/download_audit_report/2023/SOCIAL,-ECONOMIC,-GENERAL-Report-Arunachal-2022-23-069c4dd5dac89f6.08301401.pdf",,2026-07-22T13:07:07Z,2/2025
Arunachal Pradesh,"Report No. 1 of 2024 - State Finances Audit Report for the year ended 31 March 2023, Government of Arunachal Pradesh.",,Financial,Finance,2022-23,https://cag.gov.in/en/audit-report/details/120298,/webroot/uploads/download_audit_report/2023/State-Finance-Report-2022-23-Arunachal-FINAL-FOR-PRINT-(02-05-2024)-066b0b5f0499df2.46996327.pdf,,2026-07-22T13:07:15Z,1/2024
Arunachal Pradesh,"Report No. 1 of 2023 - State Finances Audit Report for the year ended 31 March 2022, Government of Arunachal Pradesh.",,Financial,Finance,2021-22,https://cag.gov.in/en/audit-report/details/118622,/webroot/uploads/download_audit_report/2023/SFR-State-Finance-Report-2021-22-(14-02-2023)-FINAL-FOR-PRINT-0642534167811c7.85295835.pdf,,2026-07-22T13:07:46Z,1/2023
Arunachal Pradesh,"REPORT OF THE  COMPTROLLER AND AUDITOR GENERAL OF INDIA ON SOCIAL, ECONOMIC, GENERAL AND REVENUE SECTORS FOR THE YEAR ENDED 31 MARCH 2022 GOVERNMENT OF ARUNACHAL PRADESH REPORT NO. 2 OF 2023",,,,2021-22,https://cag.gov.in/en/audit-report/details/119258,"/webroot/uploads/download_audit_report/2022/SOCIAL,-ECONOMIC,-GENERAL-Report-Arunachal-2021-22-FINAL-FOR-PRINT--12-04-2023-065001a400d4ec6.13436703.pdf",,2026-07-22T13:08:24Z,2/2023
Arunachal Pradesh,"Report No. 1 of 2022 - State Finances Audit Report for the year ended 31 March 2021, Government of Arunachal Pradesh.",,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117472,/webroot/uploads/download_audit_report/2022/SFR -State Finance Report 2020-21 FINAL FOR Net uploding (27- April 2022) All page-0632c369e293e79.01933418.pdf,,2026-07-22T13:08:46Z,1/2022
Arunachal Pradesh,"Report No. 2 of 2022 - Compliance audit of the Departments under Social, Economic, General and Revenue Sectors, Government of Arunachal Pradesh.",,Compliance,Finance,2021-22,https://cag.gov.in/en/audit-report/details/117205,/webroot/uploads/download_audit_report/2022/Audit Report 2019-20-063295dfb834be1.69469104.pdf,,2026-07-22T13:08:50Z,2/2022
Arunachal Pradesh,"Report No. 2 of 2021 - State Finance, Government of Arunachal Pradesh",,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/115926,/webroot/uploads/download_audit_report/2020/SFAR 2019-20_Report No. 2 of 2021_PDF_(13-08-2021)-0624574acb535a7.09294626.pdf,,2026-07-22T13:10:30Z,2/2021
